timestamp,value,hour,minute,sqrt_value
2014-07-01 23:30:00,16111,23,30,126.9291140755
2014-07-02 00:00:00,13370,00,00,115.6287161565
2014-07-02 00:30:00,9945,00,30,99.7246208316
2014-07-02 01:00:00,7571,01,00,87.0114934937
2014-07-02 01:30:00,5917,01,30,76.9220384545
2014-07-02 02:00:00,4820,02,00,69.4262198308
2014-07-02 02:30:00,3634,02,30,60.2826674924
2014-07-02 03:00:00,2993,03,00,54.7083174664
2014-07-02 03:30:00,2535,03,30,50.3487835007
2014-07-02 04:00:00,2570,04,00,50.6951674225
2014-07-02 04:30:00,2485,04,30,49.8497743225
2014-07-02 05:00:00,2868,05,00,53.553711356
2014-07-02 05:30:00,4482,05,30,66.9477408133
2014-07-02 06:00:00,6788,06,00,82.3893196962
2014-07-02 06:30:00,11078,06,30,105.2520783643
2014-07-02 07:00:00,13729,07,00,117.1708154789
2014-07-02 07:30:00,16700,07,30,129.2284798332
2014-07-02 08:00:00,19156,08,00,138.4052022144
2014-07-02 08:30:00,19953,08,30,141.2550884039
2014-07-02 09:00:00,19502,09,00,139.6495614028
2014-07-02 09:30:00,18994,09,30,137.8187215149
2014-07-02 10:00:00,17311,10,00,131.5712734604
2014-07-02 10:30:00,17904,10,30,133.8058294694
2014-07-02 11:00:00,17133,11,00,130.8930861429
2014-07-02 11:30:00,18589,11,30,136.341483049
2014-07-02 12:00:00,19134,12,00,138.3257026008
2014-07-02 12:30:00,19259,12,30,138.7767992137
2014-07-02 13:00:00,18667,13,00,136.6272300824
2014-07-02 13:30:00,19078,13,30,138.1231334716
2014-07-02 14:00:00,18546,14,00,136.1836994651
2014-07-02 14:30:00,18593,14,30,136.3561513097
2014-07-02 15:00:00,17967,15,00,134.0410384919
2014-07-02 15:30:00,16624,15,30,128.9340916903
2014-07-02 16:00:00,14634,16,00,120.9710709219
2014-07-02 16:30:00,13888,16,30,117.8473589013
2014-07-02 17:00:00,17430,17,00,132.0227253165
2014-07-02 17:30:00,21919,17,30,148.0506670029
2014-07-02 18:00:00,23633,18,00,153.7302832886
2014-07-02 18:30:00,24512,18,30,156.5630863262
2014-07-02 19:00:00,24887,19,00,157.7561409264
2014-07-02 19:30:00,26872,19,30,163.926812938
2014-07-02 20:00:00,22009,20,00,148.3543056335
2014-07-02 20:30:00,18259,20,30,135.1258672498
2014-07-02 21:00:00,20844,21,00,144.3745129862
2014-07-02 21:30:00,22576,21,30,150.2531197679
2014-07-02 22:00:00,22401,22,00,149.6696361992
2014-07-02 22:30:00,19056,22,30,138.0434714139
2014-07-02 23:00:00,17518,23,00,132.355581673
2014-07-02 23:30:00,15307,23,30,123.7214613557
2014-07-03 00:00:00,12646,00,00,112.4544352171
2014-07-03 00:30:00,10562,00,30,102.7715914054
2014-07-03 01:00:00,8416,01,00,91.7387595294
2014-07-03 01:30:00,7098,01,30,84.2496290793
2014-07-03 02:00:00,5826,02,00,76.328238549
2014-07-03 02:30:00,4383,02,30,66.2042294721
2014-07-03 03:00:00,3270,03,00,57.183913822
2014-07-03 03:30:00,2948,03,30,54.295487842
2014-07-03 04:00:00,3146,04,00,56.0892146495
2014-07-03 04:30:00,3077,04,30,55.4707129934
2014-07-03 05:00:00,3000,05,00,54.7722557505
2014-07-03 05:30:00,4592,05,30,67.7642973844
2014-07-03 06:00:00,6486,06,00,80.5357063668
2014-07-03 06:30:00,10113,06,30,100.5634128299
2014-07-03 07:00:00,12240,07,00,110.6345334875
2014-07-03 07:30:00,14574,07,30,120.7228230286
2014-07-03 08:00:00,16778,08,00,129.5299193237
2014-07-03 08:30:00,18910,08,30,137.5136356875
2014-07-03 09:00:00,18350,09,00,135.4621718414
2014-07-03 09:30:00,17218,09,30,131.217376898
2014-07-03 10:00:00,16097,10,00,126.8739531977
2014-07-03 10:30:00,16409,10,30,128.0976190255
2014-07-03 11:00:00,15893,11,00,126.067442268
2014-07-03 11:30:00,16778,11,30,129.5299193237
2014-07-03 12:00:00,17604,12,00,132.680066325
2014-07-03 12:30:00,18665,12,30,136.6199107012
2014-07-03 13:00:00,19045,13,00,138.0036231408
2014-07-03 13:30:00,19261,13,30,138.7840048421
2014-07-03 14:00:00,19363,14,00,139.1509971218
2014-07-03 14:30:00,19078,14,30,138.1231334716
2014-07-03 15:00:00,18193,15,00,134.8814294112
2014-07-03 15:30:00,16635,15,30,128.9767420894
2014-07-03 16:00:00,14615,16,00,120.892514243
2014-07-03 16:30:00,13759,16,30,117.2987638469
2014-07-03 17:00:00,17008,17,00,130.4147230952
2014-07-03 17:30:00,19595,17,30,139.9821417182
2014-07-03 18:00:00,21328,18,00,146.0410901082
2014-07-03 18:30:00,22661,18,30,150.5357100491
2014-07-03 19:00:00,29985,19,00,173.1617740727
2014-07-03 19:30:00,21501,19,30,146.6321929182
2014-07-03 20:00:00,22684,20,00,150.6120845085
2014-07-03 20:30:00,22188,20,30,148.9563694509
2014-07-03 21:00:00,22663,21,00,150.5423528446
2014-07-03 21:30:00,19573,21,30,139.9035381969
2014-07-03 22:00:00,17136,22,00,130.9045453756
2014-07-03 22:30:00,16606,22,30,128.8642696794
2014-07-03 23:00:00,16166,23,00,127.1455858455
2014-07-03 23:30:00,16020,23,30,126.5701386584
2014-07-04 00:00:00,15591,00,00,124.8639259354
2014-07-04 00:30:00,14395,00,30,119.9791648579
2014-07-04 01:00:00,12535,01,00,111.9598142192
2014-07-04 01:30:00,11341,01,30,106.4941312937
2014-07-04 02:00:00,9980,02,00,99.8999499499
2014-07-04 02:30:00,8404,02,30,91.6733330909
2014-07-04 03:00:00,7200,03,00,84.8528137424
2014-07-04 03:30:00,6578,03,30,81.104870384
2014-07-04 04:00:00,5657,04,00,75.2130307859
2014-07-04 04:30:00,4474,04,30,66.8879660328
2014-07-04 05:00:00,3459,05,00,58.8132638101
2014-07-04 05:30:00,3276,05,30,57.236352085
2014-07-04 06:00:00,3595,06,00,59.9583188557
2014-07-04 06:30:00,4240,06,30,65.1152823844
2014-07-04 07:00:00,4828,07,00,69.4838110642
2014-07-04 07:30:00,4926,07,30,70.1854685815
2014-07-04 08:00:00,5165,08,00,71.8679344353
2014-07-04 08:30:00,5776,08,30,76
2014-07-04 09:00:00,7338,09,00,85.6621269874
2014-07-04 09:30:00,7839,09,30,88.5381273802
2014-07-04 10:00:00,8623,10,00,92.8601098427
2014-07-04 10:30:00,9731,10,30,98.6458311334
2014-07-04 11:00:00,11024,11,00,104.9952379873
2014-07-04 11:30:00,13231,11,30,115.0260839984
2014-07-04 12:00:00,13613,12,00,116.6747616239
2014-07-04 12:30:00,13737,12,30,117.204948701
2014-07-04 13:00:00,15574,13,00,124.7958332638
2014-07-04 13:30:00,14226,13,30,119.2727965632
2014-07-04 14:00:00,18480,14,00,135.9411637437
2014-07-04 14:30:00,18265,14,30,135.1480669488
2014-07-04 15:00:00,16575,15,00,128.7439318958
2014-07-04 15:30:00,16417,15,30,128.1288414058
2014-07-04 16:00:00,14703,16,00,121.2559276902
2014-07-04 16:30:00,13469,16,30,116.0560209554
2014-07-04 17:00:00,12105,17,00,110.0227249254
2014-07-04 17:30:00,11676,17,30,108.0555412739
2014-07-04 18:00:00,15487,18,00,124.4467757718
2014-07-04 18:30:00,15077,18,30,122.7884359376
2014-07-04 19:00:00,14999,19,00,122.4704045882
2014-07-04 19:30:00,14487,19,30,120.3619541217
2014-07-04 20:00:00,14415,20,00,120.0624837324
2014-07-04 20:30:00,13796,20,30,117.4563748802
2014-07-04 21:00:00,14036,21,00,118.473625757
2014-07-04 21:30:00,14021,21,30,118.4103036057
2014-07-04 22:00:00,15593,22,00,124.8719343968
2014-07-04 22:30:00,16589,22,30,128.7982919141
2014-07-04 23:00:00,17984,23,00,134.1044369139
2014-07-04 23:30:00,18035,23,30,134.2944526032
2014-07-05 00:00:00,17576,00,00,132.5745073534
2014-07-05 00:30:00,16189,00,30,127.2360011946
2014-07-05 01:00:00,14441,01,00,120.170711906
2014-07-05 01:30:00,12535,01,30,111.9598142192
2014-07-05 02:00:00,11006,02,00,104.9094847952
2014-07-05 02:30:00,9151,02,30,95.6608592895
2014-07-05 03:00:00,8010,03,00,89.4986033411
2014-07-05 03:30:00,7096,03,30,84.2377587546
2014-07-05 04:00:00,6407,04,00,80.0437380436
2014-07-05 04:30:00,4421,04,30,66.4906008395
2014-07-05 05:00:00,3126,05,00,55.910642994
2014-07-05 05:30:00,2514,05,30,50.1398045469
2014-07-05 06:00:00,2550,06,00,50.4975246918
2014-07-05 06:30:00,3148,06,30,56.1070405564
2014-07-05 07:00:00,3658,07,00,60.4814021001
2014-07-05 07:30:00,4345,07,30,65.9166139907
2014-07-05 08:00:00,4682,08,00,68.4251415782
2014-07-05 08:30:00,6248,08,30,79.0442913815
2014-07-05 09:00:00,7454,09,00,86.3365507766
2014-07-05 09:30:00,9010,09,30,94.9210198007
2014-07-05 10:00:00,10280,10,00,101.3903348451
2014-07-05 10:30:00,11488,10,30,107.1820880558
2014-07-05 11:00:00,11595,11,00,107.6800817236
2014-07-05 11:30:00,13098,11,30,114.4464940485
2014-07-05 12:00:00,12623,12,00,112.3521250355
2014-07-05 12:30:00,13031,12,30,114.1534055559
2014-07-05 13:00:00,13263,13,00,115.1650988798
2014-07-05 13:30:00,13349,13,30,115.5378725786
2014-07-05 14:00:00,13822,14,00,117.5670021732
2014-07-05 14:30:00,13716,14,30,117.1153277757
2014-07-05 15:00:00,13919,15,00,117.978811657
2014-07-05 15:30:00,14203,15,30,119.1763399337
2014-07-05 16:00:00,13179,16,00,114.7998257838
2014-07-05 16:30:00,13708,16,30,117.081168426
2014-07-05 17:00:00,13897,17,00,117.885537705
2014-07-05 17:30:00,14740,17,30,121.4084016862
2014-07-05 18:00:00,14575,18,00,120.7269646765
2014-07-05 18:30:00,16085,18,30,126.8266533502
2014-07-05 19:00:00,18182,19,00,134.8406466908
2014-07-05 19:30:00,16861,19,30,129.8499133615
2014-07-05 20:00:00,14140,20,00,118.9117319696
2014-07-05 20:30:00,14477,20,30,120.3204055844
2014-07-05 21:00:00,15293,21,00,123.6648697084
2014-07-05 21:30:00,15457,21,30,124.3261838874
2014-07-05 22:00:00,16048,22,00,126.6807009769
2014-07-05 22:30:00,17477,22,30,132.2006051423
2014-07-05 23:00:00,16391,23,00,128.02734083
2014-07-05 23:30:00,17006,23,30,130.4070550239
2014-07-06 00:00:00,15427,00,00,124.2054749196
2014-07-06 00:30:00,14615,00,30,120.892514243
2014-07-06 01:00:00,13124,01,00,114.560027933
2014-07-06 01:30:00,12222,01,30,110.5531546361
2014-07-06 02:00:00,11134,02,00,105.5177710151
2014-07-06 02:30:00,9145,02,30,95.6294933585
2014-07-06 03:00:00,8624,03,00,92.86549413
2014-07-06 03:30:00,7885,03,30,88.797522488
2014-07-06 04:00:00,7167,04,00,84.6581360532
2014-07-06 04:30:00,4805,04,30,69.3181073025
2014-07-06 05:00:00,3103,05,00,55.7045779088
2014-07-06 05:30:00,2671,05,30,51.6817182377
2014-07-06 06:00:00,2510,06,00,50.0999001995
2014-07-06 06:30:00,2917,06,30,54.0092584656
2014-07-06 07:00:00,3189,07,00,56.471231614
2014-07-06 07:30:00,4107,07,30,64.08587988
2014-07-06 08:00:00,4122,08,00,64.2028036771
2014-07-06 08:30:00,5654,08,30,75.1930847884
2014-07-06 09:00:00,6360,09,00,79.7496081495
2014-07-06 09:30:00,8406,09,30,91.6842407396
2014-07-06 10:00:00,9372,10,00,96.8090904822
2014-07-06 10:30:00,11067,10,30,105.1998098858
2014-07-06 11:00:00,11595,11,00,107.6800817236
2014-07-06 11:30:00,12909,11,30,113.6177802987
2014-07-06 12:00:00,13715,12,00,117.1110584018
2014-07-06 12:30:00,13648,12,30,116.8246549321
2014-07-06 13:00:00,14296,13,00,119.5658814211
2014-07-06 13:30:00,14798,13,30,121.6470303789
2014-07-06 14:00:00,15473,14,00,124.3905141078
2014-07-06 14:30:00,16032,14,30,126.6175343308
2014-07-06 15:00:00,14661,15,00,121.0826164237
2014-07-06 15:30:00,14836,15,30,121.8031198287
2014-07-06 16:00:00,13700,16,00,117.0469991072
2014-07-06 16:30:00,14565,16,30,120.6855418018
2014-07-06 17:00:00,15392,17,00,124.0644993542
2014-07-06 17:30:00,16866,17,30,129.8691649315
2014-07-06 18:00:00,16893,18,00,129.9730741346
2014-07-06 18:30:00,16877,18,30,129.9115083432
2014-07-06 19:00:00,17025,19,00,130.479883507
2014-07-06 19:30:00,15884,19,30,126.0317420335
2014-07-06 20:00:00,14487,20,00,120.3619541217
2014-07-06 20:30:00,14159,20,30,118.9915963419
2014-07-06 21:00:00,16135,21,00,127.0236198508
2014-07-06 21:30:00,16165,21,30,127.1416532848
2014-07-06 22:00:00,14025,22,00,118.4271928233
2014-07-06 22:30:00,13970,22,30,118.1947545367
2014-07-06 23:00:00,13198,23,00,114.8825487182
2014-07-06 23:30:00,11355,23,30,106.5598423422
2014-07-07 00:00:00,8675,00,00,93.139680051
2014-07-07 00:30:00,7180,00,30,84.7348806573
2014-07-07 01:00:00,5178,01,00,71.95832127
2014-07-07 01:30:00,3658,01,30,60.4814021001
2014-07-07 02:00:00,3181,02,00,56.4003546088
2014-07-07 02:30:00,2402,02,30,49.0102030194
2014-07-07 03:00:00,1944,03,00,44.0908153701
2014-07-07 03:30:00,1877,03,30,43.3243580449
2014-07-07 04:00:00,2257,04,00,47.5078940809
2014-07-07 04:30:00,2280,04,30,47.7493455453
2014-07-07 05:00:00,2575,05,00,50.7444578255
2014-07-07 05:30:00,4174,05,30,64.6065012209
2014-07-07 06:00:00,6346,06,00,79.6617850666
2014-07-07 06:30:00,10594,06,30,102.9271587094
2014-07-07 07:00:00,12632,07,00,112.3921705458
2014-07-07 07:30:00,14893,07,30,122.0368796717
2014-07-07 08:00:00,16470,08,00,128.3354978172
2014-07-07 08:30:00,18998,08,30,137.8332325675
2014-07-07 09:00:00,17792,09,00,133.3866560043
2014-07-07 09:30:00,16396,09,30,128.0468664201
2014-07-07 10:00:00,14128,10,00,118.8612636648
2014-07-07 10:30:00,14161,10,30,119
2014-07-07 11:00:00,14154,11,00,118.9705845997
2014-07-07 11:30:00,15074,11,30,122.7762191957
2014-07-07 12:00:00,15188,12,00,123.239604024
2014-07-07 12:30:00,15483,12,30,124.4307036065
2014-07-07 13:00:00,15338,13,00,123.8466794064
2014-07-07 13:30:00,16242,13,30,127.4441053953
2014-07-07 14:00:00,16579,14,00,128.7594656715
2014-07-07 14:30:00,16885,14,30,129.9422948851
2014-07-07 15:00:00,16824,15,00,129.7073629367
2014-07-07 15:30:00,16238,15,30,127.4284112747
2014-07-07 16:00:00,15702,16,00,125.3076214761
2014-07-07 16:30:00,15132,16,30,123.0121945175
2014-07-07 17:00:00,17500,17,00,132.2875655532
2014-07-07 17:30:00,19167,17,30,138.4449349019
2014-07-07 18:00:00,21398,18,00,146.2805523643
2014-07-07 18:30:00,22382,18,30,149.6061496062
2014-07-07 19:00:00,22270,19,00,149.2313639956
2014-07-07 19:30:00,20575,19,30,143.4398828778
2014-07-07 20:00:00,18824,20,00,137.2005830891
2014-07-07 20:30:00,17909,20,30,133.824511955
2014-07-07 21:00:00,19707,21,00,140.3816227289
2014-07-07 21:30:00,19066,21,30,138.0796871375
2014-07-07 22:00:00,17755,22,00,133.2478892891
2014-07-07 22:30:00,16583,22,30,128.7749975733
2014-07-07 23:00:00,14955,23,00,122.2906374176
2014-07-07 23:30:00,11849,23,30,108.8531120364
2014-07-08 00:00:00,9292,00,00,96.3950206183
2014-07-08 00:30:00,8110,00,30,90.0555384194
2014-07-08 01:00:00,7352,01,00,85.7438044409
2014-07-08 01:30:00,5049,01,30,71.056315694
2014-07-08 02:00:00,3451,02,00,58.7452125709
2014-07-08 02:30:00,2465,02,30,49.6487663492
2014-07-08 03:00:00,2125,03,00,46.0977222865
2014-07-08 03:30:00,1877,03,30,43.3243580449
2014-07-08 04:00:00,2069,04,00,45.4862616622
2014-07-08 04:30:00,2080,04,30,45.607017004
2014-07-08 05:00:00,2375,05,00,48.733971724
2014-07-08 05:30:00,4303,05,30,65.5972560402
2014-07-08 06:00:00,6537,06,00,80.8517161228
2014-07-08 06:30:00,11331,06,30,106.4471699953
2014-07-08 07:00:00,13565,07,00,116.4688799637
2014-07-08 07:30:00,16455,07,30,128.2770439323
2014-07-08 08:00:00,18310,08,00,135.3144486003
2014-07-08 08:30:00,20288,08,30,142.4359505181
2014-07-08 09:00:00,19564,09,00,139.8713694792
2014-07-08 09:30:00,19380,09,30,139.2120684424
2014-07-08 10:00:00,16507,10,00,128.4795703604
2014-07-08 10:30:00,16939,10,30,130.1499135612
2014-07-08 11:00:00,16113,11,00,126.9369922442
2014-07-08 11:30:00,17537,11,30,132.4273385672
2014-07-08 12:00:00,18120,12,00,134.6105493637
2014-07-08 12:30:00,18038,12,30,134.3056216247
2014-07-08 13:00:00,17870,13,00,133.6787193236
2014-07-08 13:30:00,18427,13,30,135.7460864998
2014-07-08 14:00:00,18971,14,00,137.7352532941
2014-07-08 14:30:00,19071,14,30,138.0977914378
2014-07-08 15:00:00,18646,15,00,136.5503570116
2014-07-08 15:30:00,18229,15,30,135.014814002
2014-07-08 16:00:00,15977,16,00,126.4001582277
2014-07-08 16:30:00,15026,16,30,122.5805857385
2014-07-08 17:00:00,17398,17,00,131.9014783844
2014-07-08 17:30:00,20865,17,30,144.4472221955
2014-07-08 18:00:00,23875,18,00,154.5153714036
2014-07-08 18:30:00,25290,18,30,159.0282993684
2014-07-08 19:00:00,25510,19,00,159.7185023721
2014-07-08 19:30:00,24535,19,30,156.6365219226
2014-07-08 20:00:00,21922,20,00,148.0607983229
2014-07-08 20:30:00,20113,20,30,141.8203088419
2014-07-08 21:00:00,22079,21,00,148.5900400431
2014-07-08 21:30:00,23111,21,30,152.0230245719
2014-07-08 22:00:00,25209,22,00,158.7734234688
2014-07-08 22:30:00,21978,22,30,148.2497892073
2014-07-08 23:00:00,18320,23,00,135.3513945255
2014-07-08 23:30:00,14881,23,30,121.9877042984
2014-07-09 00:00:00,12053,00,00,109.7861557757
2014-07-09 00:30:00,9409,00,30,97
2014-07-09 01:00:00,7740,01,00,87.9772697917
2014-07-09 01:30:00,5528,01,30,74.3505211818
2014-07-09 02:00:00,4667,02,00,68.315444813
2014-07-09 02:30:00,3242,02,30,56.9385633819
2014-07-09 03:00:00,2678,03,00,51.7493961317
2014-07-09 03:30:00,2370,03,30,48.6826457786
2014-07-09 04:00:00,2475,04,00,49.7493718553
2014-07-09 04:30:00,2304,04,30,48
2014-07-09 05:00:00,2491,05,00,49.9099188539
2014-07-09 05:30:00,4117,05,30,64.1638527522
2014-07-09 06:00:00,6435,06,00,80.2184517427
2014-07-09 06:30:00,11067,06,30,105.1998098858
2014-07-09 07:00:00,13384,07,00,115.6892389118
2014-07-09 07:30:00,17194,07,30,131.1258937052
2014-07-09 08:00:00,18510,08,00,136.0514608521
2014-07-09 08:30:00,20464,08,30,143.052437938
2014-07-09 09:00:00,19777,09,00,140.6307221058
2014-07-09 09:30:00,18928,09,30,137.5790681754
2014-07-09 10:00:00,17243,10,00,131.312604117
2014-07-09 10:30:00,17490,10,30,132.2497637049
2014-07-09 11:00:00,16558,11,00,128.6778924291
2014-07-09 11:30:00,17830,11,30,133.5290230624
2014-07-09 12:00:00,18203,12,00,134.9184939139
2014-07-09 12:30:00,18126,12,30,134.6328340339
2014-07-09 13:00:00,18122,13,00,134.617977997
2014-07-09 13:30:00,18488,13,30,135.9705850543
2014-07-09 14:00:00,18487,14,00,135.9669077386
2014-07-09 14:30:00,18542,14,30,136.1690126277
2014-07-09 15:00:00,18240,15,00,135.0555441291
2014-07-09 15:30:00,17393,15,30,131.8825234821
2014-07-09 16:00:00,15175,16,00,123.1868499476
2014-07-09 16:30:00,15360,16,30,123.9354670786
2014-07-09 17:00:00,17103,17,00,130.7784385899
2014-07-09 17:30:00,19561,17,30,139.8606449292
2014-07-09 18:00:00,22262,18,00,149.2045575711
2014-07-09 18:30:00,24725,18,30,157.2418519352
2014-07-09 19:00:00,25995,19,00,161.2296498787
2014-07-09 19:30:00,26319,19,30,162.2313163357
2014-07-09 20:00:00,24995,20,00,158.0980708295
2014-07-09 20:30:00,20534,20,30,143.296894593
2014-07-09 21:00:00,23458,21,00,153.1600470097
2014-07-09 21:30:00,24681,21,30,157.1018777736
2014-07-09 22:00:00,23955,22,00,154.7740288291
2014-07-09 22:30:00,23655,22,30,153.8018205354
2014-07-09 23:00:00,21896,23,00,147.9729705048
2014-07-09 23:30:00,19338,23,30,139.0611376338
2014-07-10 00:00:00,15185,00,00,123.2274320109
2014-07-10 00:30:00,11459,00,30,107.0467187727
2014-07-10 01:00:00,8847,01,00,94.0584924395
2014-07-10 01:30:00,6580,01,30,81.1171991627
2014-07-10 02:00:00,5247,02,00,72.4361788059
2014-07-10 02:30:00,4127,02,30,64.2417309854
2014-07-10 03:00:00,3440,03,00,58.6515131945
2014-07-10 03:30:00,2957,03,30,54.3783044973
2014-07-10 04:00:00,2779,04,00,52.7162214124
2014-07-10 04:30:00,2532,04,30,50.3189825016
2014-07-10 05:00:00,2718,05,00,52.1344415909
2014-07-10 05:30:00,4449,05,30,66.7008245826
2014-07-10 06:00:00,6601,06,00,81.2465383878
2014-07-10 06:30:00,11202,06,30,105.8395011326
2014-07-10 07:00:00,13934,07,00,118.0423652762
2014-07-10 07:30:00,17176,07,30,131.0572394032
2014-07-10 08:00:00,19057,08,00,138.0470934138
2014-07-10 08:30:00,21112,08,30,145.2996902956
2014-07-10 09:00:00,19882,09,00,141.0035460547
2014-07-10 09:30:00,19024,09,30,137.9275171965
2014-07-10 10:00:00,16989,10,00,130.3418582037
2014-07-10 10:30:00,16979,10,30,130.3034918949
2014-07-10 11:00:00,16381,11,00,127.9882807135
2014-07-10 11:30:00,17815,11,30,133.4728436799
2014-07-10 12:00:00,18029,12,00,134.2721117731
2014-07-10 12:30:00,17495,12,30,132.2686659795
2014-07-10 13:00:00,17075,13,00,130.6713434537
2014-07-10 13:30:00,18234,13,30,135.0333292191
2014-07-10 14:00:00,18091,14,00,134.5027880752
2014-07-10 14:30:00,18495,14,30,135.9963234797
2014-07-10 15:00:00,17523,15,00,132.3744688375
2014-07-10 15:30:00,16714,15,30,129.2826361117
2014-07-10 16:00:00,14735,16,00,121.387808284
2014-07-10 16:30:00,13610,16,30,116.6619046647
2014-07-10 17:00:00,16290,17,00,127.6322843171
2014-07-10 17:30:00,19152,17,30,138.3907511361
2014-07-10 18:00:00,21865,18,00,147.8681845429
2014-07-10 18:30:00,24347,18,30,156.0352524271
2014-07-10 19:00:00,26186,19,00,161.8208886393
2014-07-10 19:30:00,25852,19,30,160.785571492
2014-07-10 20:00:00,23995,20,00,154.9031955771
2014-07-10 20:30:00,21664,20,30,147.1869559438
2014-07-10 21:00:00,25027,21,00,158.1992414647
2014-07-10 21:30:00,25431,21,30,159.4710004985
2014-07-10 22:00:00,25643,22,00,160.1343186203
2014-07-10 22:30:00,24654,22,30,157.0159227594
2014-07-10 23:00:00,23154,23,00,152.1643847949
2014-07-10 23:30:00,21863,23,30,147.8614216082
2014-07-11 00:00:00,20051,00,00,141.6015536638
2014-07-11 00:30:00,16122,00,30,126.9724379541
2014-07-11 01:00:00,13107,01,00,114.4858069806
2014-07-11 01:30:00,10506,01,30,102.4987804806
2014-07-11 02:00:00,8444,02,00,91.8912400613
2014-07-11 02:30:00,6876,02,30,82.9216497665
2014-07-11 03:00:00,5375,03,00,73.3143914931
2014-07-11 03:30:00,4366,03,30,66.0757141467
2014-07-11 04:00:00,4183,04,00,64.6761161481
2014-07-11 04:30:00,3249,04,30,57
2014-07-11 05:00:00,3134,05,00,55.9821400091
2014-07-11 05:30:00,4620,05,30,67.9705818719
2014-07-11 06:00:00,6725,06,00,82.0060973343
2014-07-11 06:30:00,10651,06,30,103.2036821049
2014-07-11 07:00:00,12952,07,00,113.8068539237
2014-07-11 07:30:00,15808,07,30,125.729869164
2014-07-11 08:00:00,17565,08,00,132.5330147548
2014-07-11 08:30:00,19784,08,30,140.6556077801
2014-07-11 09:00:00,19699,09,00,140.3531260785
2014-07-11 09:30:00,18663,09,30,136.6125909278
2014-07-11 10:00:00,16509,10,00,128.4873534633
2014-07-11 10:30:00,16600,10,30,128.8409872673
2014-07-11 11:00:00,15636,11,00,125.0439922587
2014-07-11 11:30:00,17434,11,30,132.0378733546
2014-07-11 12:00:00,17668,12,00,132.9210291865
2014-07-11 12:30:00,17124,12,30,130.8587024236
2014-07-11 13:00:00,17124,13,00,130.8587024236
2014-07-11 13:30:00,17489,13,30,132.2459829258
2014-07-11 14:00:00,18371,14,00,135.539662092
2014-07-11 14:30:00,18381,14,30,135.5765466443
2014-07-11 15:00:00,17898,15,00,133.7834070429
2014-07-11 15:30:00,16350,15,30,127.8671185254
2014-07-11 16:00:00,14688,16,00,121.1940592603
2014-07-11 16:30:00,14227,16,30,119.2769885602
2014-07-11 17:00:00,16924,17,00,130.0922749436
2014-07-11 17:30:00,19952,17,30,141.2515486641
2014-07-11 18:00:00,22665,18,00,150.548995347
2014-07-11 18:30:00,23465,18,30,153.1828972177
2014-07-11 19:00:00,25111,19,00,158.464507067
